,Y,T,S
0,-0.1410786600774335,0.0,1.142988777396605
1,0.46999750182648703,1.0,1.970724537849173
2,-0.19097686319704776,0.0,-0.9469971554660999
3,-0.7979130888219316,1.0,-0.5017556673329695
4,-0.6917433024310495,0.0,-1.1634429623051958
5,1.3858980257419757,1.0,1.9582490653162723
6,-0.7531340659744242,0.0,1.7610378434145235
7,1.6672963672161538,1.0,3.4363210211563833
8,-0.29339903786404664,1.0,1.3693012930774557
9,0.9506240745607254,1.0,0.41422457196931173
10,-0.45670997825335513,1.0,2.6945804943775995
11,0.454177195423135,0.0,0.22259778463419486
12,2.755191051939536,0.0,0.9056114405312033
13,2.1267874766946426,1.0,1.3603485044081711
14,-1.3979476287492096,0.0,-0.06538315036619258
15,1.1517813817992912,1.0,1.948437585996508
16,-0.9370085923453233,0.0,-0.8088458396192653
17,-0.13972142237055993,0.0,2.387889606753239
18,1.6480592012447055,1.0,1.759703907548129
19,-0.147538023844782,1.0,-0.3878957948950081
20,0.3070831701032904,0.0,1.2430051432015534
21,-1.0360521391103634,1.0,0.04115609598396926
22,3.4436830600963275,0.0,0.5187069400850386
23,-0.39519117826297534,1.0,0.2662357926989096
24,-0.7605907833298633,1.0,0.3773232663722407
25,-0.6403075436475122,1.0,1.5311368283995992
26,0.24896734221055336,0.0,-0.3268039176156284
27,0.003696028328380789,0.0,-0.8969081198614929
28,1.3862503921188185,1.0,1.3396821342661034
29,-1.5586653701551956,0.0,-1.4410038861781018
30,-0.4974036412845908,0.0,0.2202191788213047
31,0.04257729209055459,1.0,0.8511967310909376
32,0.2653727330793426,1.0,-1.625800732224241
33,2.0453264515088048,0.0,-0.12514992128192404
34,1.0614481292026565,1.0,1.6796285942705815
35,-0.8338671616795017,0.0,0.2493670467284116
36,0.914918794024984,0.0,-0.03578587798265892
37,-0.7689174448698761,0.0,1.408530381191213
38,-0.37308106510939965,0.0,-0.157047128816004
39,0.43514124597609544,0.0,1.3513836009435405
40,0.3787508307797548,1.0,1.1472385713208682
41,-0.6213886905206607,0.0,0.030817203994640774
42,2.251605608496587,1.0,3.5874018570381137
43,-0.9741246055804301,1.0,1.675988312751298
44,0.6935356207609705,0.0,0.07815708124185367
45,-1.0286951064023153,0.0,0.8614801723545884
46,0.9149552319314039,0.0,0.06310415431277738
47,0.026787709128783442,0.0,-0.0357361054712837
48,-1.3346081414209752,0.0,-0.7347869286700685
49,0.1447375307440523,1.0,-0.14509109967983125
50,0.004045579953832592,0.0,-0.5163350298979335
51,-0.34129096781798374,1.0,1.149448067679955
52,1.74504428348552,0.0,2.8257980865889936
53,-0.648233508139897,1.0,1.0742379102615263
54,0.7679222117771775,0.0,0.36335013449916775
55,0.051794474914666225,1.0,0.5118569232853379
56,-1.9916875399108394,0.0,-1.231535276623349
57,-0.5685172358682444,0.0,-2.0330206894978033
58,-0.42812443789671983,1.0,-0.12711040286486847
59,1.2361768691663213,0.0,1.263962967508217
60,-0.020530564977248627,0.0,2.3783964836515676
61,-0.8194219802910759,1.0,1.514043980693641
62,0.5489748561843104,1.0,-0.6475617105414997
63,0.6659417533559464,1.0,0.6553340264930916
64,0.5721064710360869,0.0,0.47913907306177816
65,1.010479151154377,1.0,-0.2578634457979141
66,-0.7806327261854419,0.0,0.06709553405152568
67,-1.1367745273601264,1.0,0.8855699392952042
68,-2.309209945165257,1.0,0.4736832282255856
69,0.16534028463985362,0.0,-0.024318465431945144
70,0.20654685812342907,0.0,0.3547933107808395
71,-0.04576695473832052,0.0,1.2918996203493054
72,1.0647860878895739,0.0,0.012170423694076948
73,-0.34976485521578765,0.0,-0.17866511316582231
74,-2.114373738742171,0.0,0.012152725537110332
75,1.0717242205240263,1.0,0.9075540371752022
76,0.44533343408834536,1.0,1.412700441717677
77,-2.573483131085627,0.0,-1.378543989968923
78,0.44361417331633457,1.0,0.7561058833735123
79,0.9384201811635435,1.0,1.0784446764766098
80,-1.6605536045742693,1.0,-0.6099448801679488
81,-0.34432463507673766,0.0,-1.5456758558547665
82,0.7993838335126666,1.0,0.575404576365199
83,-0.39680683711991765,0.0,0.27049140879454725
84,-0.7791697858999219,0.0,0.5427720039508042
85,-0.7385187579618674,0.0,-2.0720212641884133
86,-1.2173133819142556,1.0,-0.8371362309375185
87,0.01720101507959003,1.0,0.0011166810488043577
88,0.8382151509359514,1.0,-1.0375564537571433
89,-0.729039312448049,0.0,0.7313059369093835
90,-0.9197827566158296,0.0,-0.7753358932104877
91,-0.06070591014602854,0.0,-0.37534537834451315
92,0.6633448835226916,1.0,-0.6285681895359102
93,0.5130470885590993,0.0,-1.159590563726185
94,0.4327688139654811,0.0,1.0166991469723667
95,1.3682224314033697,1.0,0.07505897111625659
96,-1.1918511393463938,0.0,-0.41041840277755576
97,-0.27199908323156596,1.0,0.7792865466051543
98,0.6305025953626348,1.0,0.551483336664038
99,1.3878755646665315,1.0,1.489424728009806
100,-0.301260737431852,1.0,1.0001216674857423
101,-0.6839741217357002,0.0,0.2716443887360029
102,-0.6061383874246059,1.0,1.377404671261676
103,1.2920490942829927,1.0,2.164648940447212
104,-0.14789535480973698,0.0,-0.6957336099174101
105,0.1248941324927218,1.0,-0.43492011601933933
106,-1.0856687209760139,0.0,-0.20551731583831584
107,-1.0800298475191055,1.0,-2.2199557229324447
108,-2.235681850972183,0.0,-0.10110452976519535
109,1.1357155029418544,0.0,-0.5649250392363371
110,0.40745293644610414,1.0,1.05264049948296
111,0.9817390239703796,1.0,1.7598164252526303
112,0.44145515851710876,0.0,-0.11808428152715819
113,-0.3121557646523099,0.0,-0.4120466649595907
114,0.7147573362000712,0.0,1.1173840758070326
115,-1.0369080798016075,1.0,1.7596061038965676
116,-0.3905256870868279,1.0,2.0894558169050392
